TRUE,30007,2001,Bodegard A,Neuron,1,Intersection between Active Shape Discrimination vs. Rest and Passive Shape Discrimination vs. Rest,Perception.Somesthesis,16
TRUE,30054,1997,Rao S M,Journal of Neuroscience,5,Synchronization-600 vs. Rest,Action.Execution,3
TRUE,30054,1997,Rao S M,Journal of Neuroscience,6,Continuation-600 vs. Rest,Action.Execution,7
FALSE,30054,1997,Rao S M,Journal of Neuroscience,7,Listening-600 vs. Rest,Perception.Audition,1
FALSE,30054,1997,Rao S M,Journal of Neuroscience,8,Discrimination-600 vs. Rest,Perception.Audition,3
FALSE,30058,1999,Rosen A C,Journal of Cognitive Neuroscience,1,Endogenous > Rest,Cognition.Attention,14
FALSE,30058,1999,Rosen A C,Journal of Cognitive Neuroscience,2,Exogenous > Rest,Cognition.Attention,13
TRUE,30058,1999,Rosen A C,Journal of Cognitive Neuroscience,3,Control > Rest,Cognition.Attention,8
FALSE,30058,1999,Rosen A C,Journal of Cognitive Neuroscience,4,Rest > Endogenous,Cognition.Attention,6
FALSE,30058,1999,Rosen A C,Journal of Cognitive Neuroscience,5,Rest > Exogenous,Cognition.Attention,4
FALSE,30058,1999,Rosen A C,Journal of Cognitive Neuroscience,6,Rest > Control,Cognition.Attention,4
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,1,"All Tracing, RH - LH",Action.Execution,2
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,2,"All Tracing, LH - RH",Action.Execution,2
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,3,"All Tracing - Rest, RH","Action.Execution,Action.Motor Learning",28
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,4,"All Tracing - Rest, LH","Action.Execution,Action.Motor Learning",28
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,5,"Naive - Rest, LH",Action.Execution,12
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,6,"Naive - Rest, RH",Action.Execution,12
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,7,"Novel - Rest, LH",Action.Execution,12
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,8,"Novel - Rest, RH",Action.Execution,12
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,9,"Practiced - Rest, LH","Action.Execution,Action.Motor Learning",12
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,10,"Practiced - Rest, RH","Action.Execution,Action.Motor Learning",12
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,11,"Square Fast - Rest, LH",Action.Execution,12
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,12,"Square Fast - Rest, RH",Action.Execution,12
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,13,"Square Slow - Rest, LH",Action.Execution,12
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,14,"Square Slow - Rest, RH",Action.Execution,12
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,15,"Square Fast - Square Slow, LH",Action.Execution,5
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,16,"Square Fast - Square Slow, RH",Action.Execution,5
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,17,"Practiced - Naive, LH",Action.Motor Learning,7
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,18,"Practiced - Naive, RH",Action.Motor Learning,7
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,19,"Naive - Square Slow, LH",Action.Motor Learning,9
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,20,"Naive - Square Slow, RH",Action.Motor Learning,10
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,21,"Naive - Square Fast, LH",Action.Motor Learning,7
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,22,"Naive - Square Fast, RH",Action.Motor Learning,7
FALSE,30078,1998,van Mier H,Journal of Neurophysiology,23,"Practiced - Square Slow, LH",Action.Motor Learning,5
TRUE,30078,1998,van Mier H,Journal of Neurophysiology,24,"Practiced - Square Slow, RH",Action.Motor Learning,5
TRUE,30082,2000,Gerardin E,Cerebral Cortex,1,Motor Execution vs. Rest,Action.Execution,24
FALSE,30082,2000,Gerardin E,Cerebral Cortex,2,Motor Imagination vs. Rest,Action.Imagination,20
TRUE,30082,2000,Gerardin E,Cerebral Cortex,3,Motor Execution vs. Motor Imagination,Action.Execution,18
FALSE,30082,2000,Gerardin E,Cerebral Cortex,4,Motor Imagination vs. Motor Execution,Action.Imagination,15
FALSE,30083,2001,Grosbras M H,Cerebral Cortex,1,"New, Memory vs. Rest","Perception.Vision.Motion,Cognition.Memory.Working,Action.Execution",21
TRUE,30083,2001,Grosbras M H,Cerebral Cortex,2,"Familiar, Memory vs. Rest","Perception.Vision.Motion,Cognition.Memory.Explicit,Action.Execution",12
FALSE,30083,2001,Grosbras M H,Cerebral Cortex,3,"New, Memory vs. Familiar, Memory","Cognition.Memory.Working,Perception.Vision.Motion,Action.Execution",24
FALSE,30083,2001,Grosbras M H,Cerebral Cortex,4,"Familiar, Memory vs. New, Memory","Cognition.Memory.Explicit,Perception.Vision.Motion,Action.Execution",2
FALSE,30100,2001,Pochon J B,Cerebral Cortex,1,MAT vs. MAT CONT,Cognition.Memory.Working,5
FALSE,30100,2001,Pochon J B,Cerebral Cortex,2,REP vs. REP CONT,Cognition.Memory.Working,5
TRUE,30100,2001,Pochon J B,Cerebral Cortex,3,REP vs. MAT,Cognition.Memory.Working,6
FALSE,30107,1999,Gelnar P A,NeuroImage,1,Motor vs. Rest,Action.Execution,8
FALSE,30107,1999,Gelnar P A,NeuroImage,2,Vibrotactile vs. Rest,Perception.Somesthesis,6
TRUE,30107,1999,Gelnar P A,NeuroImage,3,Thermal Painful vs. Rest,Perception.Somesthesis.Pain,9
TRUE,30123,1991,Colebatch J G,Journal of Neurophysiology,1,Index - Rest,Action.Execution,3
FALSE,30123,1991,Colebatch J G,Journal of Neurophysiology,2,Shoulder - Rest,Action.Execution,12
TRUE,30123,1991,Colebatch J G,Journal of Neurophysiology,3,Opposition - Rest,Action.Execution,8
TRUE,30123,1991,Colebatch J G,Journal of Neurophysiology,4,Fist - Rest,Action.Execution,5
FALSE,30127,2002,Deuchert M,Neuroreport,1,"2nd Finger - Rest, Subject 1",Perception.Somesthesis,5
FALSE,30127,2002,Deuchert M,Neuroreport,2,"2nd Finger - Rest, Subject 2",Perception.Somesthesis,5
FALSE,30127,2002,Deuchert M,Neuroreport,3,"2nd Finger - Rest, Subject 3",Perception.Somesthesis,5
TRUE,30127,2002,Deuchert M,Neuroreport,4,"2nd Finger - Rest, Subject 4",Perception.Somesthesis,4
FALSE,30127,2002,Deuchert M,Neuroreport,5,"2nd Finger - Rest, Subject 5",Perception.Somesthesis,3
FALSE,30127,2002,Deuchert M,Neuroreport,6,"2nd Finger - Rest, Subject 6",Perception.Somesthesis,2
FALSE,30127,2002,Deuchert M,Neuroreport,7,"2nd Finger - Rest, Group Mean",Perception.Somesthesis,2
TRUE,30127,2002,Deuchert M,Neuroreport,8,"5th Finger - Rest, Subject 1",Perception.Somesthesis,4
FALSE,30127,2002,Deuchert M,Neuroreport,9,"5th Finger - Rest, Subject 2",Perception.Somesthesis,5
FALSE,30127,2002,Deuchert M,Neuroreport,10,"5th Finger - Rest, Subject 3",Perception.Somesthesis,3
TRUE,30127,2002,Deuchert M,Neuroreport,11,"5th Finger - Rest, Subject 4",Perception.Somesthesis,4
FALSE,30127,2002,Deuchert M,Neuroreport,12,"5th Finger - Rest, Subject 5",Perception.Somesthesis,2
FALSE,30127,2002,Deuchert M,Neuroreport,13,"5th Finger - Rest, Subject 6",Perception.Somesthesis,2
FALSE,30127,2002,Deuchert M,Neuroreport,14,"5th Finger - Rest, Group Mean",Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,1,Subject 1 Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,2,Subject 1 Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,3,Subject 1 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,4,Subject 1 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,5,Subject 1 Toe Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,6,Subject 2 Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,7,Subject 2 Finger stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,8,Subject 2 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,9,Subject 2 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,10,Subject 2 Toe Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,11,Subject 3 Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,12,Subject 3 Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,13,Subject 3 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,14,Subject 3 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,15,Subject 3 Toe Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,16,Subject 4 Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,17,Subject 4 Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,18,Subject 4 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,19,Subject 4 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,20,Subject 4 Toe Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,21,Subject 5 Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,22,Subject 5 Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,23,Subject 5 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,24,Subject 5 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,25,Subject 5 Toe Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,26,Subject 6 Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,27,Subject 6 Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,28,Subject 6 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,29,Subject 6 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,30,Subject 6 Toe Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,31,Subject 7 Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,32,Subject 7 Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,33,Subject 7 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,34,Subject 7 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,35,Subject 7 Toe Stimulation vs. Rest,Perception.Somesthesis,1
TRUE,30129,1987,Fox P T,Journal of Neurosurgery,36,Subject 8 Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,37,Subject 8 Right Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,38,Subject 8 Left Hand Finger Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,39,Subject 8 Toe Stimulation vs. Rest,Perception.Somesthesis,1
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,40,Group Mean: Lip Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,41,Group Mean: Finger Stimulation vs. Rest,Perception.Somesthesis,2
FALSE,30129,1987,Fox P T,Journal of Neurosurgery,42,Group Mean: Toe Stimulation vs. Rest,Perception.Somesthesis,1
TRUE,30143,1999,Joliot M,NeuroImage,1,PET,Action.Execution,11
FALSE,30143,1999,Joliot M,NeuroImage,2,fMRI-Average,Action.Execution,16
FALSE,30143,1999,Joliot M,NeuroImage,3,fMRI-Correlation,Action.Execution,20
TRUE,30171,1992,Seitz R J,Acta Neurologica Scandinavica,1,Vibrotactile Stimulation vs. Rest,Perception.Somesthesis,14
TRUE,30172,1991,Seitz R J,European Journal of Neuroscience,1,Somatosensory Discrimination vs. Rest,Perception.Somesthesis,21
TRUE,30213,2001,Tan L H,NeuroImage,1,Semantic Relatedness Judgment vs. Crosshair Fixation,Cognition.Language.Semantics,36
FALSE,30213,2001,Tan L H,NeuroImage,2,Homophone Decision vs. Crosshair Fixation,Cognition.Language.Phonology,38
FALSE,30254,2000,Carey L M,NeuroImage,1,Initial Scan: Right Hand Finger Tapping - Rest,Action.Execution,3
TRUE,30254,2000,Carey L M,NeuroImage,2,Six-Month Scan: Right Hand Finger Tapping - Rest,Action.Execution,3
FALSE,30281,2002,Koski L,Cerebral Cortex,1,Goals - No Goals,"Cognition.Attention,Perception.Vision",5
TRUE,30281,2002,Koski L,Cerebral Cortex,2,Contralateral - Ipsilateral,"Cognition.Attention,Perception.Vision",6
TRUE,30281,2002,Koski L,Cerebral Cortex,3,Goals x Direction,"Cognition.Attention,Perception.Vision",4
TRUE,30293,2003,Kitada R,Neuroreport,1,One-same vs. Baseline,Perception.Somesthesis,5
FALSE,30293,2003,Kitada R,Neuroreport,2,One-same vs. Two-opposite,Perception.Somesthesis,2
TRUE,30310,2003,Fan J,NeuroImage,1,Flanker Incongruent - Congruent,Cognition.Attention,14
FALSE,30310,2003,Fan J,NeuroImage,2,Stroop Incongruent - Congruent,Cognition.Attention,14
FALSE,30310,2003,Fan J,NeuroImage,3,Spatial Incongruent - Congruent,Cognition.Attention,11
FALSE,30310,2003,Fan J,NeuroImage,4,Conjunction Analysis Incongruent - Congruent,Cognition.Attention,14
FALSE,30343,2001,Braver T S,Cerebral Cortex,1,Conjunction Analysis,"Cognition.Attention,Action.Inhibition",9
TRUE,30343,2001,Braver T S,Cerebral Cortex,2,Disjunction Analysis,"Cognition.Attention,Action.Inhibition",19
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,1,Subject 1 P1 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,2,Subject 2 P1 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,3,Subject 3 P1 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,4,Subject 4 P1 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,5,Subject 5 P1 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,6,Subject 6 P1 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,7,Subject 7 P1 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,8,Mean of P1 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,9,Subject 1 P2 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,10,Subject 2 P2 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,11,Subject 4 P2 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,12,Subject 5 P2 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,13,Subject 6 P2 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,14,Subject 8 P2 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,15,Mean of P2 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,16,Subject 1 P3 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,17,Subject 2 P3 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,18,Subject 3 P3 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,19,Subject 4 P3 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,20,Subject 5 P3 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,21,Subject 6 P3 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,22,Subject 8 P3 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,23,Mean of P3 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,24,Subject 3 P4 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,25,Subject 4 P4 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,26,Subject 5 P4 vs. Rest,Perception.Somesthesis,1
TRUE,4040020,2003,Blankenburg F,Cerebral Cortex,27,Mean of P4 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,28,Subject 1 P5 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,29,Subject 3 P5 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,30,Subject 5 P5 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,31,Subject 6 P5 vs. Rest,Perception.Somesthesis,1
FALSE,4040020,2003,Blankenburg F,Cerebral Cortex,32,Mean of P5 vs. Rest,Perception.Somesthesis,1
TRUE,4040038,2004,Nelson A J,Cognitive Brain Research,1,(Low + Medium + High) vs. Rest,Perception.Somesthesis,1
FALSE,4050056,2002,Sevostianov A,International Journal of Neuroscience,1,"Deviant, Ignore vs. Standard, Ignore",Perception.Audition,16
TRUE,4050056,2002,Sevostianov A,International Journal of Neuroscience,2,"Deviant, Attend Left vs. Standard, Attend Left","Cognition.Attention,Perception.Audition",12
FALSE,4050056,2002,Sevostianov A,International Journal of Neuroscience,3,"Deviant, Attend Right vs. Standard, Attend Right","Cognition.Attention,Perception.Audition",15
FALSE,5040041,1998,Svensson P,European Journal of Pain,1,"High - Low, Tonic Activations",Perception.Somesthesis.Pain,10
TRUE,5040041,1998,Svensson P,European Journal of Pain,2,"High - Low, Phasic Activations",Perception.Somesthesis.Pain,9
FALSE,5040041,1998,Svensson P,European Journal of Pain,3,"High - Low, Phasic Deactivations",Perception.Somesthesis.Pain,1
FALSE,5040041,1998,Svensson P,European Journal of Pain,4,"Low - Warmth, Phasic Activations",Perception.Somesthesis.Pain,4
FALSE,5040041,1998,Svensson P,European Journal of Pain,5,"High - Warmth, Phasic Activations",Perception.Somesthesis.Pain,9
FALSE,5070081,2000,Hopfinger J B,Nature Neuroscience,1,Leftward-Directing Cue,Cognition.Attention,18
FALSE,5070081,2000,Hopfinger J B,Nature Neuroscience,2,Rightward-Directing Cue,Cognition.Attention,18
FALSE,5070081,2000,Hopfinger J B,Nature Neuroscience,3,Cues > Targets,Cognition.Attention,18
FALSE,5070081,2000,Hopfinger J B,Nature Neuroscience,4,Attended Left Target,Cognition.Attention,21
TRUE,5070081,2000,Hopfinger J B,Nature Neuroscience,5,Attended Right Target,Cognition.Attention,21
TRUE,5070081,2000,Hopfinger J B,Nature Neuroscience,6,Targets > Cues,Cognition.Attention,21
TRUE,5070085,1998,Joliot M,NeuroImage,1,Finger Tapping - Rest,Action.Execution,13
TRUE,5070092,2005,Meister I,Human Brain Mapping,1,"Non-Musicians, Simple - Baseline","Cognition.Music,Action.Execution",15
TRUE,5070092,2005,Meister I,Human Brain Mapping,2,"Non-Musicians, Complex - Baseline","Cognition.Music,Action.Execution",14
FALSE,5070092,2005,Meister I,Human Brain Mapping,3,"Non-Musicians, Complex - Simple","Cognition.Music,Action.Execution",3
TRUE,5070092,2005,Meister I,Human Brain Mapping,4,"Musicians, Simple - Baseline","Cognition.Music,Action.Execution",15
FALSE,5070092,2005,Meister I,Human Brain Mapping,5,"Musicians, Complex - Baseline","Cognition.Music,Action.Execution",13
FALSE,5070092,2005,Meister I,Human Brain Mapping,6,"Non-Musicians vs. Musicians, Simple",Cognition.Music,2
FALSE,5070092,2005,Meister I,Human Brain Mapping,7,"Non-Musicians vs. Musicians, Complex",Cognition.Music,2
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,1,"fMRI: Finger Tapping vs. Rest, Mean",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,2,"fMRI: Finger Tapping vs. Rest, Subject 1",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,3,"fMRI: Finger Tapping vs. Rest, Subject 2",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,4,"fMRI: Finger Tapping vs. Rest, Subject 3",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,5,"fMRI: Finger Tapping vs. Rest, Subject 4",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,6,"fMRI: Finger Tapping vs. Rest, Subject 5",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,7,"fMRI: Finger Tapping vs. Rest, Subject 6",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,8,"fMRI: Finger Tapping vs. Rest, Subject 7",Action.Execution,1
TRUE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,9,"fMRI: Finger Tapping vs. Rest, Subject 8",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,10,"fMRI: Finger Tapping vs. Rest, Subject 9",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,11,"PET: Finger Tapping vs. Rest, Mean",Action.Execution,1
TRUE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,12,"PET: Finger Tapping vs. Rest, Subject 1",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,13,"PET: Finger Tapping vs. Rest, Subject 2",Action.Execution,1
TRUE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,14,"PET: Finger Tapping vs. Rest, Subject 3",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,15,"PET: Finger Tapping vs. Rest, Subject 4",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,16,"PET: Finger Tapping vs. Rest, Subject 5",Action.Execution,1
FALSE,5070101,1996,Ramsey N F,Journal of Cerebral Blood Flow and Metabolism,17,"PET: Finger Tapping vs. Rest, Subject 6",Action.Execution,1
